Movie_Name,Description,Director,Rating,Runtime,Year of Release,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,History,Horror,Mystery,Romance,Sci-Fi,Thriller,War,Budget,Collection,Nominated
Grindhouse,Quentin Tarantino and Robert Rodriguezs homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them. (191 mins.)," Robert Rodriguez, Eli Roth",7.6,191,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53000000,50187789,N
Guardians of the Galaxy,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe. (121 mins.), James Gunn,8.1,121,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,0,170000000,771051335,N
Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot. (139 mins.)", Mel Gibson,8.2,139,2016,0,1,0,0,0,1,1,0,0,0,0,0,0,0,40000000,158701644,Y
Half Nelson,An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret. (106 mins.), Ryan Fleck,7.2,106,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700000,4911725,N
Hard Candy,A teenage girl raids a mans home in order to expose him under suspicion that he is a pedophile. (104 mins.), David Slade,7.1,104,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,950000,8267066,N
Harry Potter and the Chamber of Secrets,"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him. (161 mins.)", Chris Columbus,7.4,161,2002,0,0,0,0,0,1,0,1,0,0,0,0,1,0,100000000,878979634,N
Harry Potter and the Half-Blood Prince,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as the property of the Half-Blood Prince and begins to learn more about Lord Voldemorts dark past. (153 mins.)", David Yates,7.5,153,2009,1,1,1,0,0,0,1,0,0,0,0,0,0,0,250000000,935083686,N
Harry Potter and the Order of the Phoenix,"With their warning about Lord Voldemorts return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts. (138 mins.)", David Yates,7.5,138,2007,1,1,1,1,0,0,1,0,0,0,0,0,0,0,150000000,942943935,N
Harry Potter and the Prisoner of Azkaban,"Its Harrys third year at Hogwarts not only does he have a new Defense Against the Dark Arts teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards Prison and is coming after Harry. (142 mins.)", Alfonso Cuarón,7.8,142,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130000000,796688549,N
Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their familys ranch in West Texas. (102 mins.), David Mackenzie,7.6,102,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12000000,37584304,Y
Her,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need. (126 mins.)", Spike Jonze,8,126,2013,0,1,0,0,0,1,1,0,0,0,0,0,0,0,23000000,48518793,Y
Hero,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors. (107 mins.)", Yimou Zhang,7.9,107,2002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42000000,66787173,N
Hesher,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic. (106 mins.), Spencer Susser,7.1,106,2010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7000000,382946,N
Hidden Figures,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program. (127 mins.), Theodore Melfi,7.8,127,2016,0,0,0,1,0,1,0,0,1,0,0,0,0,0,25000000,232287004,Y
High Fidelity,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress. (113 mins.)", Stephen Frears,7.5,113,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20000000,47881663,N
High Tension,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexias parents secluded farmhouse. But on the night of their arrival, the girls idyllic getaway turns into an endless night of horror. (91 mins.)", Alexandre Aja,6.8,91,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2850000,6435262,N
Hobo with a Shotgun,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun. (86 mins.)", Jason Eisener,6.1,86,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3000000,834953,N
Holy Motors,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar. (115 mins.)", Leos Carax,7.1,115,2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000,4230426,N
Honey,The quiet life of a boy and his family is endangered when his father does not return home from his work collecting honey in the forest. (103 mins.), Semih Kaplanoglu,7.2,103,2010,0,0,0,0,1,1,0,0,0,1,0,0,0,0,18000000,62646763,N
Honey,The quiet life of a boy and his family is endangered when his father does not return home from his work collecting honey in the forest. (103 mins.), Valeria Golino,6.8,96,2013,1,0,0,0,1,0,0,0,0,0,0,0,1,0,18000000,62646763,N
Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship. (100 mins.)", David Frankel,6.3,100,2012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30000000,133085295,N
Hot Fuzz,A skilled London police officer is transferred to a small town thats harbouring a dark secret. (121 mins.), Edgar Wright,7.9,121,2007,1,0,0,0,1,1,0,0,0,0,0,0,1,0,16000000,81742618,N
Hotel Rwanda,Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda. (121 mins.), Terry George,8.1,121,2004,0,0,0,1,0,1,1,0,0,0,1,0,0,0,17500000,36521223,N
Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the counts teen-aged daughter. (91 mins.)", Genndy Tartakovsky,7.1,91,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,85000000,378505812,N
House of Flying Daggers,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem. (119 mins.)", Yimou Zhang,7.6,119,2004,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12000000,92863945,N
House of Sand and Fog,An abandoned wife is evicted from her house and starts a tragic conflict with her homes new owners. (126 mins.), Vadim Perelman,7.6,126,2003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16500000,16157923,N
How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed. (98 mins.)"," Dean DeBlois, Chris Sanders",8.1,98,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165000000,494870991,N
How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. (102 mins.)", Dean DeBlois,7.8,102,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,145000000,614586270,N
Hugo,"In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton. (126 mins.)", Martin Scorsese,7.5,126,2011,0,0,0,1,1,1,0,0,0,1,0,0,1,0,180000000,180047784,Y
Hunt for the Wilderpeople,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush. (101 mins.), Taika Waititi,7.9,101,2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2500000,23238220,N
I Am Legend,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure. (101 mins.)", Francis Lawrence,7.2,101,2007,0,0,0,0,0,1,1,0,0,0,0,1,1,0,150000000,585532684,N
I Origins,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it. (106 mins.), Mike Cahill,7.3,106,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000000,852399,N
Ice Age,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe. (81 mins.)"," Chris Wedge, Carlos Saldanha",7.6,81,2002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,65000000,386116343,N
Ida,"Anna, a young novitiate nun in 1960s Poland, is on the verge of taking her vows when she discovers a dark family secret dating back to the years of the German occupation. (82 mins.)", Pawel Pawlikowski,7.4,82,2013,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2600000,15298355,N
Identity,"Stranded at a desolate Nevada motel during a nasty rain-storm, ten strangers become acquainted with each other when they realize that theyre being killed off one by one. (90 mins.)", James Mangold,7.3,90,2003,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28000000,82183683,N
In Bruges,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be. (107 mins.)", Martin McDonagh,7.9,107,2008,0,0,0,0,0,1,0,0,0,1,1,0,1,1,15000000,34533783,N
In the Valley of Elah,A retired military investigator works with a police detective to uncover the truth behind his sons disappearance following his return from a tour of duty in Iraq. (121 mins.), Paul Haggis,7.2,121,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23000000,24489150,N
Incendies,"Twins journey to the Middle East to discover their family history, and fulfill their mothers last wishes. (131 mins.)", Denis Villeneuve,8.2,131,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6800000,16038343,N
Inception,"A thief, who steals corporate secrets through use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO. (148 mins.)", Christopher Nolan,8.8,148,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160000000,832402082,Y
Inglourious Basterds,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owners vengeful plans for the same. (153 mins.)", Quentin Tarantino,8.3,153,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000000,316915264,Y
Inherent Vice,"In 1970, drug-fueled Los Angeles private investigator Larry Doc Sportello investigates the disappearance of a former girlfriend. (148 mins.)", Paul Thomas Anderson,6.7,148,2014,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20000000,14772346,N
Inside Llewyn Davis,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961. (104 mins.)," Ethan Coen, Joel Coen",7.5,104,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11000000,32943247,N
Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school. (95 mins.)"," Pete Docter, Ronnie Del Carmen",8.2,95,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,175000000,853707581,N
Insidious,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further. (103 mins.), James Wan,6.8,103,2010,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1500000,99870886,N
Interstellar,A team of explorers travel through a wormhole in space in an attempt to ensure humanitys survival. (169 mins.), Christopher Nolan,8.6,169,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165000000,667752422,N
Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life. (148 mins.)", Sean Penn,8.1,148,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,56822960,N
Invictus,"Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup. (134 mins.)", Clint Eastwood,7.4,134,2009,0,1,1,0,0,0,1,0,0,0,0,0,0,0,60000000,124514011,N
Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. (126 mins.)", Jon Favreau,7.9,126,2008,0,0,0,1,0,1,0,0,0,0,1,0,0,0,186000000,585171547,N
Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. (97 mins.), Gaspar Noé,7.4,97,2002,0,1,0,0,0,1,1,0,1,0,1,0,1,0,5400000,8133256,N
It Follows,A young woman is followed by an unknown supernatural force after a sexual encounter. (100 mins.), David Robert Mitchell,6.9,100,2014,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2000000,20649774,N
Jackie,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husbands historic legacy. (100 mins.)", Pablo Larraín,6.8,100,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9000000,25077411,N
John Wick,An ex-hitman comes out of retirement to track down the gangsters that took everything from him. (101 mins.), Chad Stahelski,7.3,101,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,0,30000000,76235001,N
Julia,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany. (117 mins.)", Erick Zonca,7.1,144,2008,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6000000,1365108,N
Junebug,"A dealer in outsider art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home. (106 mins.)", Phil Morrison,7,106,2005,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1000000,3553253,N
Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child. (96 mins.)", Jason Reitman,7.5,96,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7000000,231450102,Y
Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so. (117 mins.)", Matthew Vaughn,7.7,117,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28000000,97531134,N
Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse. (97 mins.)", Andrew Dominik,6.2,97,2012,0,0,0,0,1,1,0,0,0,0,0,0,1,0,15000000,39238443,N
King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow. (187 mins.)", Peter Jackson,7.2,187,2005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,207000000,550517357,N
Kingsman: The Secret Service,"A spy organization recruits an unrefined, but promising street kid into the agencys ultra-competitive training program, just as a global threat emerges from a twisted tech genius. (129 mins.)", Matthew Vaughn,7.7,129,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94000000,404561724,N
Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past. (101 mins.), Travis Knight,7.8,101,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55000000,77548564,N
Kung Fu Hustle,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious Axe Gang while residents of a housing complex exhibit extraordinary powers in defending their turf. (99 mins.)", Stephen Chow,7.8,99,2004,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20000000,102034104,N
Kung Fu Panda,"The Dragon Warrior has to clash against the savage Tai Lung as Chinas fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts. (92 mins.)"," Mark Osborne, John Stevenson",7.6,92,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130000000,631910531,N
La La Land,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future. (128 mins.)", Damien Chazelle,8.1,128,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,431922280,Y
Lars and the Real Girl,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet. (106 mins.), Craig Gillespie,7.4,106,2007,0,0,0,0,0,1,0,0,0,1,1,0,1,0,12500000,11277119,N
Layer Cake,A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement. (105 mins.), Matthew Vaughn,7.4,105,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6500000,11745931,N
Le Havre,"When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home. (93 mins.)", Aki Kaurismäki,7.2,93,2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5500000,13480196,N
Les Misérables,In early 19th Century France an ex-convict who failed to report to parole is relentlessly pursued over a 20 year period by an obsessive policeman. (108 mins.), Tom Hooper,7.6,158,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61000000,441800000,Y
Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it. (141 mins.)", Clint Eastwood,7.9,141,2006,0,0,0,0,0,1,0,0,0,1,1,0,0,0,13000000,67867998,Y
Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger. (127 mins.)", Ang Lee,7.9,127,2012,0,0,0,0,0,1,0,0,0,0,1,0,0,0,120000000,607987022,Y
Like Crazy,Donatella and Beatrice reside in a psychiatric facility in Tuscany. They have very different life stories... (118 mins.), Paolo Virzì,7.3,118,2016,0,1,1,1,0,1,0,0,0,0,0,0,0,0,250000,3731489,N
Lincoln,"As the War continues to rage, Americas president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves. (150 mins.)", Steven Spielberg,7.4,150,2012,0,0,0,0,0,1,0,1,0,0,0,0,0,0,65000000,273346281,Y
Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family. (118 mins.)", Garth Davis,8.1,118,2016,0,1,1,1,0,0,1,0,0,0,0,0,0,0,12000000,145712310,Y
Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts. (136 mins.)", Todd Field,7.6,136,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14000000,14121177,N
Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus. (101 mins.)," Jonathan Dayton, Valerie Faris",7.8,101,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8000000,100642353,Y
Logan,"In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logans attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces. (137 mins.)", James Mangold,8.2,137,2017,0,0,0,0,0,1,1,0,1,0,0,0,0,0,127000000,615577068,N
Looper,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to close the loop by sending back Joes future self for assassination. (113 mins.)", Rian Johnson,7.4,113,2012,0,0,0,0,0,1,0,0,1,0,0,0,1,0,30000000,170466405,N
Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo. (102 mins.), Sofia Coppola,7.8,102,2003,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4000000,117085297,Y
Love Actually,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England. (135 mins.)", Richard Curtis,7.7,135,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45000000,247950247,N
Loving,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Courts historic 1967 decision. (123 mins.)", Jeff Nichols,7,123,2016,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9000000,12906429,N
Lucky Number Slevin,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the citys most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him. (110 mins.), Paul McGuigan,7.8,110,2006,0,0,0,0,0,1,0,0,0,1,0,1,1,0,27000000,55495466,N
Mad Max: Fury Road,"A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max. (120 mins.)", George Miller,8.1,120,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,150000000,370742166,Y
Manchester by the Sea,A depressed uncle is asked to take care of his teenage nephew after the boys father dies. (137 mins.), Kenneth Lonergan,7.9,137,2016,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8500000,77662988,Y
Manderlay,"A story of slavery, set in the southern U.S. in the 1930s. (139 mins.)", Lars Von Trier,7.4,139,2005,0,1,0,0,0,1,1,0,0,0,0,0,0,0,14200000,543306,N
Margin Call,"Follows the key people at an investment bank, over a 24-hour period, during the early stages of the 2008 financial crisis. (107 mins.)", J.C. Chandor,7.1,107,2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3400000,20433227,N
Maria Full of Grace,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family. (101 mins.), Joshua Marston,7.5,101,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3200000,14441158,N
Martha Marcy May Marlene,"Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult. (102 mins.)", Sean Durkin,6.9,102,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000000,5438911,N
Master and Commander: The Far Side of the World,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America. (138 mins.)", Peter Weir,7.4,138,2003,0,1,1,0,0,0,0,0,0,0,0,1,0,0,135000000,212912137,Y
Match Point,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law. (124 mins.)", Woody Allen,7.7,124,2005,0,0,0,0,0,1,0,1,0,0,0,0,0,1,15000000,87973835,N
Me and Earl and the Dying Girl,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer. (105 mins.)", Alfonso Gomez-Rejon,7.8,105,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8000000,9266180,N
Me and You and Everyone We Know,A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life. (91 mins.), Miranda July,7.3,91,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000000,9615464,N
Mean Creek,"When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge. (90 mins.)", Jacob Aaron Estes,7.3,90,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500000,1348750,N
Megamind,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life. (95 mins.)", Tom McGrath,7.3,95,2010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,130000000,321887208,N
Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth. (135 mins.), Lars von Trier,7.1,135,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9400000,21817298,N
Memento,A man juggles searching for his wifes murderer and keeping his short-term memory loss from being an obstacle. (113 mins.), Christopher Nolan,8.5,113,2000,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5000000,39723096,N
Michael Clayton,A law firm brings in its fixer to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit. (119 mins.), Tony Gilroy,7.3,119,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21500000,92987651,Y
Micmacs,A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers. (105 mins.), Jean Pierre Jeunet,7.2,105,2009,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42000000,11756922,N
Midnight in Paris,"While on a trip to Paris with his fiancées family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight. (94 mins.)", Woody Allen,7.7,94,2011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30000000,162827388,Y
Midnight in Paris,"While on a trip to Paris with his fiancées family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight. (94 mins.)", Woody Allen,7.7,94,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30000000,162827388,N
Midnight Special,"A father and son go on the run, pursued by the government and a cult drawn to the childs special powers. (112 mins.)", Jeff Nichols,6.7,112,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18000000,7680250,N
Milk,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became Californias first openly gay elected official. (128 mins.)", Gus Van Sant,7.6,128,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,57293371,Y
Million Dollar Baby,A determined woman works with a hardened boxing trainer to become a professional. (132 mins.), Clint Eastwood,8.1,132,2004,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000000,231928227,Y
Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder. (145 mins.)", Steven Spielberg,7.7,145,2002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,102000000,358824714,N
Miracle,"Miracle tells the true story of Herb Brooks Kurt Russell, the player-turned-coach who led the 1980 US Olympic hockey team to victory over the seemingly invincible Russian squad. (135 mins.)", Gavin OConnor,7.5,135,2004,0,0,0,0,1,0,0,0,0,1,0,0,0,0,28000000,64474705,N
Moana,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moanas island, she answers the Oceans call to seek out the Demigod to set things right. (107 mins.)"," Ron Clements, Don Hall",7.6,107,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,150000000,639537208,N
Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household. (139 mins.)", Xavier Dolan,8.1,139,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4900000,17561100,N
Moneyball,Oakland As general manager Billy Beanes successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players. (133 mins.), Bennett Miller,7.6,133,2011,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50000000,111300835,Y
Monster,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer. (109 mins.)", Patty Jenkins,7.3,109,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000000,64240813,N
Monsters,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border. (94 mins.)", Gareth Edwards,6.4,94,2010,0,1,0,0,0,0,0,0,1,0,0,1,1,0,500000,5639730,N
Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they werent necessarily the best of friends. (104 mins.), Dan Scanlon,7.3,104,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,200000000,743588329,N
Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planets power problems. (97 mins.)", Duncan Jones,7.9,97,2009,1,1,0,0,1,1,0,0,0,1,0,1,1,0,5000000,10676073,N
Moonlight,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami. (111 mins.)", Barry Jenkins,7.5,111,2016,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1500000,65339156,Y
Moonrise Kingdom,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them. (94 mins.)", Wes Anderson,7.8,94,2012,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16000000,68582095,N
Mr. Turner,"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turners life. (150 mins.)", Mike Leigh,6.8,150,2014,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14000000,25187026,N
